shortcode,handle,views,views_text,topics,caption,url,source,topic_index,topic_pct,n_topics,topic_groups,primary_group,posted_at_utc,post_year,age_days,post_hour_utc,post_weekday,meta_status,visual_status,media_type,followers_text,followers_at_fetch,posts_at_fetch,likes,comments,caption_len,caption_hashtags,caption_has_question,caption_emojis,caption_mentions,caption_link_hint,caption_comment_cta,caption_full,coder,source_file,room_primary,building_type,landscape,style_primary,style_secondary,palette_temp,brightness,lighting,view_through_window,people_present,cover_text,realism,production,production_evidence,shoppability,visual_quality,notable,caption_hook_category,caption_first_line,cta_type,location_claimed,price_claimed,ai_disclosed,account_kind_hint,language,rooms_visible,dominant_colors,materials,ambience_fx,cover_hooks,followers,followers_source,vpf,tier,likes_per_view,comments_per_view,comments_per_like,views_per_day,adj_resid,adj_factor,location,location_from_topic,location_any,status_views,status_followers,status_codes,caption_len_bucket,hashtag_bucket,follower_bucket,acct_pct,acct_rel,class
DYsApjVBTYq,luxurydreamhub,63000.0,63K,luxury-apartment-interior-design-ideas-2026,"City lights outside, pure luxury inside. ✨🌃 The ultimate living room setup where sleek modern design meets a",https://www.instagram.com/reel/DYsApjVBTYq/,https://www.instagram.com/popular/luxury-apartment-interior-design-ideas-2026/,0.2495049504950495,0.3333333333333333,1,luxury_home,luxury_home,2026-05-23T16:20:25.091000+00:00,2026,124,16,Sat,ok,ok,reel,1M followers,1000000.0,1144.0,2315.0,25.0,262,5,False,4,0,False,False,"City lights outside, pure luxury inside. ✨🌃 The ultimate living room setup where sleek modern design meets a warm, golden glow. 🛋️🥂 #interiordesign #luxuryhomes #livingroomdecor #aesthetic #modernliving homedesign cityview interiorinspiration reelsviral trending",cover-v2-embed,cover_p1f_018.json,stairs_hall,none_visible,none,dark_luxury,modern_luxury,warm,medium,night_artificial,False,False,,aspirational_realistic,3d_render,"clean CG render look: mirror-perfect floor reflections, noise-free warm cove lighting, no real-world clutter",medium,high,Moody warm-lit corridor with mirror-glossy marble floor and backlit onyx niches opening onto a lounge with a sculptural white chair; the city view promised in the caption is not on the cover.,aspirational,"City lights outside, pure luxury inside. ✨🌃 The ultimate living room setup where sleek modern design meets a warm, golde",none,,,False,theme_page,en,stairs_hall;living_room,black;beige;white;brown,marble;natural_stone;glass;metal;fabric,none,door_or_threshold,1000000.0,embed_reel,0.063,1_NORMAL,0.03674603174603175,0.0003968253968253968,0.01079913606911447,508.06451612903226,-0.992116222852921,0.10183188362190594,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,4-10,500k-1M,0.15625,0.07253886010362694,bottom50
DXCuw34jVm4,roomify.design,62000.0,62K,dream-kitchen,Day 3 of designing my dream home… and this kitchen changed everything ✨ Luxury kitchen transformation From empty space → a kitchen that feels straight,https://www.instagram.com/reel/DXCuw34jVm4/,https://www.instagram.com/popular/dream-kitchen/,0.14639905548996457,0.25,1,luxury_room,luxury_room,2026-04-12T19:03:52.522000+00:00,2026,165,19,Sun,ok,ok,reel,62K followers,62000.0,152.0,557.0,30.0,460,5,True,4,0,False,True,"Day 3 of designing my dream home… and this kitchen changed everything ✨  Luxury kitchen transformation  From empty space → a kitchen that feels straight out of a $5M home 🤍  The mix of marble + warm wood is everything. Clean lines, soft light, and a space that actually feels like home  Built step-by-step — no shortcuts  Would you keep this or change it? 👀  Save this for your dream home ✨  #luxurykitchen #kitchendesign #interiordesign #modernhome #homedecor",cover-v2-embed,cover_r09_103.json,kitchen,none_visible,none,warm_luxury,modern_luxury,warm,bright,golden_hour,False,False,,aspirational_realistic,ai_generated,flawless golden-hour glow and AI-typical smooth rendering of stools and marble veining; 'designing my dream home' series with no disclosure in caption,high,high,"Golden-hour sunbeams across a curved marble waterfall island on a fluted wood base, quilted cream barstools and a brass range hood.",curiosity,Day 3 of designing my dream home… and this kitchen changed everything ✨,question_engagement,,$5M,False,ai_creator,en,kitchen;terrace_outdoor,white;beige;gold;brown,marble;wood;metal;glass;fabric;plants,none,none,62000.0,embed_reel,1.0,2_GOOD,0.008983870967741935,0.0004838709677419355,0.05385996409335727,375.75757575757575,-0.48284059350040437,0.328972357045042,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),401-1000,4-10,10k-100k,0.2857142857142857,0.18397626112759644,bottom50
DXFzOSZiBeX,roomify.design,55400.0,55.4K,luxury-dining-room,This dining room just made the whole house feel complete… 🌸✨ From empty space → a soft luxury dining,https://www.instagram.com/reel/DXFzOSZiBeX/,https://www.instagram.com/popular/luxury-dining-room/,0.28704663212435233,0.25,1,luxury_room,luxury_room,2026-04-13T23:40:33.932000+00:00,2026,164,23,Mon,ok,ok,reel,62K followers,62000.0,152.0,508.0,171.0,369,5,True,4,0,False,True,"This dining room just made the whole house feel complete… 🌸✨  From empty space → a soft luxury dining setup that actually feels like home  Modern warm dining room design  Would you keep it neutral or add this blush touch? 👇  🛍️ Wayfair picks dropping soon — comment ""dining"" if you want them first  #interiordesign #luxuryhomes #dinningroomdesign #modernhome #homedecor",cover-v2-embed,cover_r07_084.json,dining,house,none,organic_modern,warm_luxury,warm,bright,golden_hour,False,False,,aspirational_realistic,ai_generated,"flawless idealized render-like image with uniform glow, sun shafts and lit candles everywhere, typical of AI imagery; caption describes an 'empty space' transformed; no explicit AI disclosure, not certain",high,high,"A sun-drenched warm dining room with a pink blossom centerpiece, cream chairs and a lit fireplace behind, polished and idealized.",descriptive,This dining room just made the whole house feel complete… 🌸✨,comment_keyword,,,False,ai_creator,en,dining;living_room,white;beige;brown;pink,wood;fabric;glass;metal;natural_stone;plants;fire,fireplace,none,62000.0,embed_reel,0.8935483870967742,2_GOOD,0.009169675090252707,0.0030866425992779785,0.33661417322834647,337.8048780487805,-0.25541000374517997,0.555379693216745,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,4-10,10k-100k,0.14285714285714285,0.16439169139465876,bottom50
DAoR8NbK5yp,theluxuryhomeshow,53900.0,53.9K,miami-mansion,"What $9,000,000 Buys You in Miami, Florida 🇺🇸 Boasting 21-foot ceilings and an open la",https://www.instagram.com/reel/DAoR8NbK5yp/,https://www.instagram.com/popular/miami-mansion/,1.1022494887525562,0.5833333333333334,1,location,location,2024-10-02T17:01:05.551000+00:00,2024,722,17,Wed,ok,ok,reel,2M followers,2000000.0,2361.0,1324.0,9.0,316,5,True,2,1,False,False,"What $9,000,000 Buys You in Miami, Florida 🇺🇸  Boasting 21-foot ceilings and an open layout, this home provides expansive living areas with tranquil views of the backyard 🤩  What do you think? 😍  Listed for sale by @michaelmartinezrealtor  #theluxuryhomeshow #luxurylifestyle #miamihomes #luxuryhousetours #dreamhome",cover-v2-embed,cover_r03_034.json,exterior_facade,mansion,none,modern_luxury,minimalist,cool,medium,blue_hour,False,False,,real_existing,real_footage,professional real-estate listing footage of a listed Miami home (listing agent tagged in caption),low,high,Symmetrical blue-hour facade with a glowing glass stair tower and grass-jointed pavers delivers a clean listing-style money shot.,money,"What $9,000,000 Buys You in Miami, Florida 🇺🇸",question_engagement,"Miami, Florida","$9,000,000",False,theme_page,en,exterior_facade;stairs_hall;living_room,blue;white;grey;green,glass;concrete;wood;plants,none,exterior_reveal,2000000.0,embed_reel,0.02695,1_NORMAL,0.024564007421150277,0.00016697588126159555,0.006797583081570997,74.65373961218836,-0.6363507849174783,0.23101980614093212,Miami/Florida,Miami/Florida,Miami/Florida,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,4-10,1M+,0.1111111111111111,0.26683168316831685,bottom50
DV6PVtjATXq,jareef__saifi,53000.0,53K,luxury-bathroom,Luxury Bathroom Interior With Stone Wall & Marble Floor ✨ #bathroomdesign #interiordesign,https://www.instagram.com/reel/DV6PVtjATXq/,https://www.instagram.com/popular/luxury-bathroom/,0.11288604898828541,0.08333333333333333,1,luxury_room,luxury_room,2026-03-15T15:23:57.983000+00:00,2026,193,15,Sun,ok,ok,reel,339K followers,339000.0,1244.0,326.0,,100,3,False,1,0,False,False,Luxury Bathroom Interior With Stone Wall & Marble Floor ✨ #bathroomdesign #interiordesign #homedecor,cover-v2-embed,cover_r10_114.json,bathroom,none_visible,none,modern_luxury,warm_luxury,warm,bright,night_artificial,False,True,Jareef Saifi,aspirational_realistic,ai_generated,"typical AI look: uncanny posed woman with open mouth, overly smooth render surfaces, floating gold fittings",medium,medium,"A woman in cream poses in a warm-lit bathroom with a cracked-stone feature wall, marble floor and freestanding marble tub with gold taps.",descriptive,Luxury Bathroom Interior With Stone Wall & Marble Floor ✨ #bathroomdesign #interiordesign #homedecor,none,,,False,ai_creator,en,bathroom,beige;white;gold;cream,natural_stone;marble;glass;metal;wood;plants;fabric,none,person,339000.0,embed_reel,0.15634218289085547,1_NORMAL,0.006150943396226415,,,274.61139896373055,-1.0914911696439202,0.08100444118594023,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),51-150,1-3,100k-500k,0.2,0.2760416666666667,bottom50
DPJHwVHiMGl,luxuryhouseview,53000.0,53K,glass-house-photos,"""A glasshouse of dreams – living inside a postcard 🌿🏞️"" #DreamHome #LuxuryLiving #MountainView #NatureAnd",https://www.instagram.com/reel/DPJHwVHiMGl/,https://www.instagram.com/popular/glass-house-photos/,1.0,0.5454545454545454,1,unusual_home,unusual_home,2025-09-28T10:26:32.680000+00:00,2025,361,10,Sun,ok,ok,reel,389K followers,389000.0,961.0,2355.0,26.0,210,10,False,2,0,False,False,"""A glasshouse of dreams – living inside a postcard 🌿🏞️"" #DreamHome #LuxuryLiving #MountainView #NatureAndLuxury #GlassHouseVibes #ModernArchitecture #InteriorGoals #LuxuryHomeDesign #NatureLovers #HeavenOnEarth",cover-v2-embed,cover_r00_006.json,living_room,villa,mountain,modern_luxury,biophilic,neutral,medium,overcast_rain,True,False,,stylized_dreamy,ai_generated,"typical AI-video look: supercars displayed inside the living room, rain streaks, over-smooth idealized details; not disclosed",low,medium,Open living room with parked supercars facing a rain-soaked jungle mountain valley; moody cinematic fantasy.,aspirational,"""A glasshouse of dreams – living inside a postcard 🌿🏞️"" #DreamHome #LuxuryLiving #MountainView #NatureAndLuxury #GlassHo",none,,,False,theme_page,en,living_room,grey;green;black;brown,glass;leather;natural_stone;plants;wood,rain,view_reveal,389000.0,embed_reel,0.13624678663239073,1_NORMAL,0.044433962264150945,0.0004905660377358491,0.011040339702760084,146.81440443213296,-0.29042222357219116,0.5123630195245202,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,4-10,100k-500k,0.4,0.33544303797468356,bottom50
DXY-_sGgYkN,luxurydreamhub,50900.0,50.9K,luxury-dining-room,Dine in elegance where every detail shines. ✨🕯️ A touch of luxury for the perfect evening.,https://www.instagram.com/reel/DXY-_sGgYkN/,https://www.instagram.com/popular/luxury-dining-room/,0.26373056994818656,0.16666666666666666,1,luxury_room,luxury_room,2026-04-21T10:29:00.006000+00:00,2026,156,10,Tue,ok,ok,reel,1M followers,1000000.0,1144.0,1699.0,10.0,210,5,False,4,0,False,False,Dine in elegance where every detail shines. ✨🕯️ A touch of luxury for the perfect evening. 🥂🤍 #interiordesign #homedecor #luxurylifestyle #diningroom #aesthetic homedesign interiorinspiration tablesetting viral,cover-v2-embed,cover_r04_052.json,dining,none_visible,none,modern_luxury,classical_luxury,warm,bright,mixed,False,False,,aspirational_realistic,ai_generated,"typical AI artifacts: mirror reflection shows a sofa scene that does not match the room, identical flower heads, soft smeared details; letterboxed frame",medium,medium,"Bright cream dining room with a cascading crystal chandelier, marble table, tufted chairs and white tulip bouquets, letterboxed in black bars.",aspirational,Dine in elegance where every detail shines. ✨🕯️ A touch of luxury for the perfect evening. 🥂🤍,none,,,False,theme_page,en,dining,white;beige;gold;black,marble;glass;fabric;wood;plants,none,none,1000000.0,embed_reel,0.0509,1_NORMAL,0.03337917485265226,0.00019646365422396856,0.005885815185403178,326.28205128205127,-0.8569925715928076,0.13899764059165945,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,4-10,500k-1M,0.0625,0.05860679332181923,bottom50
DYFCWkgPLu1,styltechinterior_official,45500.0,45.5K,hotel-bathroom-designs,This Bathroom Looks More Expensive Than A Hotel 😍✨,https://www.instagram.com/reel/DYFCWkgPLu1/,https://www.instagram.com/popular/hotel-bathroom-designs/,0.11151960784313726,0.16666666666666666,1,hotel_resort,hotel_resort,2026-05-08T13:04:55.321000+00:00,2026,139,13,Fri,ok,ok,reel,201K followers,201000.0,1199.0,333.0,,50,0,False,2,0,False,False,This Bathroom Looks More Expensive Than A Hotel 😍✨,cover-v2-embed,cover_r13_148.json,bathroom,none_visible,none,minimalist,modern_luxury,neutral,bright,mixed,False,False,😳😊,real_existing,real_footage,wide-angle phone walkthrough of a real finished bathroom with visible exhaust fan and fixtures,medium,medium,"Walk-in wet-room bathroom with large grey tiles, smoked-glass partition, rain shower and lit wall niche; emoji stickers tease a reaction.",status,This Bathroom Looks More Expensive Than A Hotel 😍✨,none,,,False,designer_studio,en,bathroom,white;grey;black;brown,glass;metal;wood,none,empty_room,201000.0,embed_reel,0.2263681592039801,1_NORMAL,0.007318681318681319,,,327.33812949640287,-1.056728883221973,0.08775484768898455,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),1-50,0,100k-500k,0.2,0.11234567901234568,bottom50
DLzbWRZuMf-,interior_home_design1,43100.0,43.1K,ai-house;futuristic-home,What are your thoughts about this design?🍃 by @zenform @interior_home_design1 #interiordesign #home #ai #house,https://www.instagram.com/reel/DLzbWRZuMf-/,https://www.instagram.com/popular/ai-house/,1.143236074270557,0.6666666666666666,2,ai;future_arch,ai,2025-07-07T10:40:16.524000+00:00,2025,444,10,Mon,ok,ok,reel,688K followers,688000.0,2699.0,2412.0,76.0,149,8,True,1,2,False,False,What are your thoughts about this design?🍃  by @zenform @interior_home_design1  #interiordesign #home #ai #house #aiart #architecture #luxury #travel,cover-v2-embed,cover_r01_015.json,pool,villa,jungle_tropical,organic_modern,biophilic,cool,medium,overcast_rain,False,False,,stylized_dreamy,ai_generated,caption tags #ai #aiart; smooth AI look of the stone forms and misty backdrop,low,high,"Dark-stone domed villa with rooftop planters and a free-form pool on a wet flagstone terrace, set into a misty jungle mountainside.",question,What are your thoughts about this design?🍃,question_engagement,,,True,theme_page,en,pool;terrace_outdoor;exterior_facade,grey;green;black;brown,natural_stone;water;plants;glass;wood;fabric,fog,pool;exterior_reveal;unusual_architecture,688000.0,embed_reel,0.0626453488372093,1_NORMAL,0.055962877030162415,0.0017633410672853829,0.03150912106135987,97.07207207207207,-0.6187349990682623,0.2405830359097097,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),51-150,4-10,500k-1M,0.875,1.5672727272727274,middle
DOkAk0DCK8j,luxuryhouseview,43000.0,43K,dream-home,Cozy home 🏡 #cozyathome #nature #LuxuryHome #DreamInterior #RoyalLook #interiorgoals,https://www.instagram.com/reel/DOkAk0DCK8j/,https://www.instagram.com/popular/dream-home/,0.018695652173913044,0.08333333333333333,1,luxury_home,luxury_home,2025-09-14T00:31:54.335000+00:00,2025,375,0,Sun,ok,ok,reel,389K followers,389000.0,961.0,1354.0,14.0,260,19,False,1,0,False,False,Cozy home 🏡 #cozyathome #nature #LuxuryHome #DreamInterior #RoyalLook #interiorgoals #Luxury Lifestyle #viralreels #DreamHouse #instagramreels #PalaceVibes #InteriorDesign #tranding #foryou #LuxuryLiving #homegoals #mansionstyle #opulentliving #aesthetichome #,cover-v2-embed,cover_r09_105.json,living_room,cabin_chalet,snow,dark_luxury,modern_luxury,warm,dark,night_artificial,True,False,,stylized_dreamy,ai_generated,"typical AI-image look: over-smooth surfaces, inconsistent window mullions, glowing snow-covered chalets outside, Tom and Jerry cartoon pasted on the TV; no AI disclosure",medium,high,"Double-height dark wood living room with glass globe pendants, live-edge coffee table and floor-to-ceiling windows onto a snowy forest village at night, with a Tom and Jerry cartoon on the TV - cozy winter-escape mood.",descriptive,Cozy home 🏡,none,,,False,theme_page,en,living_room,black;brown;grey;gold,wood;glass;fabric;metal;plants,snow,view_reveal;dramatic_scale,389000.0,embed_reel,0.11053984575835475,1_NORMAL,0.031488372093023256,0.0003255813953488372,0.0103397341211226,114.66666666666667,-1.638555850390524,0.022984981027649683,,,,"VERIFIED (public topic page, rounded)","VERIFIED (public embed, rounded, at fetch)",ESTIMATED (AI-assisted coding of cover frame + caption),151-400,11-20,100k-500k,0.3,0.2721518987341772,bottom50
