shortcode,handle,meta_status,visual_status,media_type,followers_text,followers_at_fetch,posts_at_fetch,likes,comments,caption_len,caption_hashtags,caption_has_question,caption_emojis,caption_mentions,caption_link_hint,caption_comment_cta,caption,coder,source_file,room_primary,building_type,landscape,style_primary,style_secondary,palette_temp,brightness,lighting,view_through_window,people_present,cover_text,realism,production,production_evidence,shoppability,visual_quality,notable,caption_hook_category,caption_first_line,cta_type,location_claimed,price_claimed,ai_disclosed,account_kind_hint,language,rooms_visible,dominant_colors,materials,ambience_fx,cover_hooks
DHMBPpcpswh,siyad_abdali,ok,ok,reel,4M followers,4000000,2110,190731,757,74,0,True,0,0,False,False,Do you like this kind of home? Share it with someone you want to live with,cover-v2-embed,cover_p1a_002.json,living_room,house,forest,biophilic,dark_luxury,warm,dark,mixed,True,False,,stylized_dreamy,ai_generated,"typical AI-image look: painterly/noisy foliage texture behind glass, idealized glowing pendants, cartoon on TV, overly glossy floor; no AI mention in caption",medium,high,"Moody double-height living room with glass walls onto dense forest, vine-draped skylight, glowing globe pendants and stone fireplace - cozy-dark forest fantasy.",question,Do you like this kind of home? Share it with someone you want to live with,save_share,,,False,theme_page,en,living_room;stairs_hall,green;brown;black;orange,wood;natural_stone;glass;fabric;leather;plants;fire;metal,fireplace,view_reveal;dramatic_scale
Dcxy68nOSPJ,engr_manish,ok,ok,reel,15K followers,15000,141,2923,,62,5,False,0,0,False,False,#explorepage #instagramreels #viral #modernhouse #architecture,cover-v2-embed,cover_p1a_002.json,other,house,none,modern_luxury,,warm,bright,daylight,False,False,,aspirational_realistic,ai_generated,top-down floor-plan cutaway with illogical door placements and loose wall fragments typical of AI image generation; no AI mention in caption,low,medium,"Top-down 3D cutaway floor plan of a single-storey 3-bedroom house - layout-inspiration format, but door placements look glitchy.",none,#explorepage #instagramreels #viral #modernhouse #architecture,none,,,False,contractor_trade,en,living_room;dining;kitchen;bedroom;bathroom;closet;garden_landscape,white;beige;terracotta;green,marble;wood;fabric;glass;plants,none,none
DQJT8mNAus_,jenga_leo,ok,ok,reel,299K followers,299000,12467,6143,84,880,11,False,14,0,False,False,"🏡 4 Bedrooms Modern Villa An Elegant Double-Volume Design  ✨ Key Features: Ground Floor: 🏠 Double-Height Living Lounge 🍽️ Open Kitchen + Dining 🛏️ Guest Bedroom Ensuite 🧺 Laundry + Utility Room 🌳 Outdoor Sitting Deck + Mini Garden  First Floor: 🛏️ Master Suite + Walk-in Closet + Private Balcony 🛏️ 2 Bedroom Suites + Family Lounge 🧘‍♂️ Reading Nook  💰 Gharama za Ujenzi & BOQ: Gharama ya ujenzi itatofautiana kulingana na Design ya ramani, hali ya eneo na aina ya udongo. BOQ kamili hutolewa baada ya mchoro kukamilika ili kupata gharama halisi za kila hatua ya ujenzi.  📞 0677 410 839  #jengaleo #modernvilla #glassfacade #twostoreyhouse #ramani #ujenzi #boq #architecture #tanzania #dreamhome #designbuild  ✨ Our designs inspire many worldwide — please credit or ask before reuse. If you ever spot our work used elsewhere, kindly let us know. (© Jengaleo Construction solutions",cover-v2-embed,cover_p1a_002.json,exterior_facade,villa,none,minimalist,modern_luxury,neutral,bright,daylight,False,False,,aspirational_realistic,3d_render,"architectural-visualization look (clean CG facade, idealized landscaping, soft painterly foliage suggesting possible AI enhancement); design/build firm caption, no AI mention",low,medium,Clean white double-height glass villa facade with cactus/boulder landscaping - standard architectural-visualization shot for a design/build firm.,descriptive,4 Bedrooms Modern Villa An Elegant Double-Volume Design,dm,Tanzania,,False,contractor_trade,en,exterior_facade;garden_landscape;living_room,white;green;blue;grey,glass;plaster;natural_stone;concrete;metal;plants,none,exterior_reveal
DYhohCuMAaL,yourpropertysisters.dubaj,ok,ok,reel,13K followers,13000,428,3450,59,53,0,False,0,0,False,False,And the best part of this villa… you'll see tomorrow.,cover-v2-embed,cover_p1a_002.json,exterior_facade,villa,none,modern_luxury,,warm,bright,daylight,False,True,Let me show you this villa for,real_existing,real_footage,"real presenter with microphone filmed on phone, natural hard sunlight and cast shadows",low,high,"Agent-presenter with mic in front of a sculptural terracotta-and-glass villa, with an unfinished 'Let me show you this villa for' price-teaser text hook.",curiosity,And the best part of this villa… you'll see tomorrow.,none,,,False,real_estate,en,exterior_facade;pool;terrace_outdoor;garden_landscape,beige;terracotta;white;black,natural_stone;glass;metal;water;plants,none,text_overlay;person;exterior_reveal;pool
C8NeCt4SxeW,corcoransunshine,ok,ok,reel,34K followers,34000,3213,2871,48,605,0,False,0,3,False,False,"@CentralParkTower's Duplex Penthouse is officially SOLD + CLOSED, with the asking price of $149.5M—the largest New York City sale of the year so far for 2024!  Spanning the building's 107th and 108th floors, the residence spans an impressive 12,557 SF—with a double-height, masterfully-proportioned 65-foot Grand Salon, featuring three walls of floor-to-ceiling glass, a park-facing terrace, and views that showcase all of Central Park, Downtown Manhattan, and beyond.  ""It's the most expensive residence we've ever sold."" — Gary Barnett, @Extell President and Founder in an exclusive interview with @WSJ.",cover-v2-embed,cover_p1a_002.json,living_room,penthouse,city_skyline,modern_luxury,minimalist,neutral,bright,daylight,True,False,,real_existing,real_footage,"real camera footage with sun flare and lens glare, real skyline; caption documents an actual closed sale",high,high,Sun-flared double-height grand salon with wall-to-wall windows high above Manhattan - sheer scale plus skyline view.,money,"@CentralParkTower's Duplex Penthouse is officially SOLD + CLOSED, with the asking price of $149.5M—the largest New York",none,"Central Park Tower, New York City",$149.5M,False,real_estate,en,living_room,white;beige;blue;grey,glass;marble;fabric;wood;metal;plants,none,view_reveal;dramatic_scale
DYj3qBYz4b5,edlyngnzlv,ok,ok,reel,83K followers,83000,1079,,,141,0,True,3,0,False,False,Full house tour uploaded on my main page 🏡 Fb link in my bio 🔗  Watch now here 👇 https://www.facebook.com/share/v/1BALM8px6M/?mibextid=wwXIfr,cover-v2-embed,cover_p1a_002.json,exterior_facade,house,none,minimalist,modern_luxury,neutral,bright,daylight,False,True,House tour,real_existing,real_footage,"real phone footage: presenter, overhead power lines, real street and shadows",low,medium,Creator welcoming viewers arms-wide in front of a modern 3-storey townhouse with a script 'House tour' title - relatable real-house format.,promotional,Full house tour uploaded on my main page 🏡 Fb link in my bio 🔗,link_in_bio,,,False,lifestyle_influencer,en,exterior_facade,beige;grey;black;blue,glass;concrete;plaster;wood;metal;plants,none,text_overlay;person;exterior_reveal
DWlhVrbje4Q,ai.perfect.world,ok,ok,reel,14K followers,14000,1085,101,6,421,5,True,0,1,False,True,"This cliffside mansion feels unreal.  Built directly into the rock, with private ocean access and panoramic sunset views — this is next-level luxury living.  Some places don't feel real… this is one of them.  Would you live here?  Designed by @ai.perfect.world  cliffside mansion luxury ocean home modern villa sunset view house dream lifestyle . . . #luxuryhomes #dreamhome #millionairelifestyle #modernarchitecture #fyp",cover-v2-embed,cover_p1a_003.json,exterior_facade,mansion,cliff,modern_luxury,,warm,medium,golden_hour,False,False,,stylized_dreamy,ai_generated,"account named ai.perfect.world; idealized AI-render look (overly perfect sunset glow, smooth rock textures, multiple yachts staged); no explicit AI wording in caption beyond the handle",low,high,Glowing multi-level mansion carved into a sea cliff at sunset with yachts arriving: an escapist exterior reveal.,fantasy,This cliffside mansion feels unreal.,question_engagement,,,False,ai_creator,en,exterior_facade;terrace_outdoor,blue;grey;orange;gold,natural_stone;glass;water;plants,none,exterior_reveal;unusual_architecture;dramatic_scale
DZo2EB6tuaL,glasshouseabuja,ok,ok,reel,10K followers,10000,52,57,,343,4,False,3,0,False,False,"It's official… The Glasshouse is BACK and better than ever! ✨🔥  New vibe. New ambience. Same unforgettable experience; only elevated.  Every detail has been redesigned to give you the perfect setting for your moments, celebrations, and events.  We are OPEN. Come feel the difference. 💫 #theglasshouse #goodvibes #abujaevents #theannsexperience",cover-v2-embed,cover_p1a_003.json,exterior_facade,unusual_structure,none,modern_luxury,,cool,medium,mixed,False,True,,real_existing,real_footage,"phone footage of a real event venue: overcast sky, damp pavement, a real person seated inside",low,medium,"Plain phone shot of a glass event-venue entrance with an open door, backlit onyx panels and 'GLASSHOUSE EXPERIENCE' signage (physical sign, not overlay); informative rather than scroll-stopping.",promotional,It's official… The Glasshouse is BACK and better than ever! ✨🔥,none,Abuja,,False,other,en,exterior_facade;lobby_common,grey;blue;white;gold,glass;metal;marble;natural_stone;plants,none,exterior_reveal;door_or_threshold
Dapw1A6uI8Q,ashevilleglamping,ok,ok,reel,256K followers,256000,2703,69053,177,376,5,False,4,0,False,False,"🌲 Treehouse ASMR 🌧️  The sound of rain on the roof.  Hearing the creek flowing just below.  Wind moving through the leaves in the trees.  Birds singing.  If there were ever a soundtrack for slowing down, this is it.  Come experience it for yourself. 🌲 Book your stay at glampinginnc.com or tap the link in our bio.💚#northcarolina #ashevilleglamping #glamping #treehouse #cabin",cover-v2-embed,cover_p1a_003.json,exterior_facade,treehouse,forest,rustic_cozy,,neutral,medium,overcast_rain,False,False,,real_existing,real_footage,"real phone footage (rounded screen-capture corners), rain-wet deck boards, natural foliage",low,high,A rope-bridge leading line draws the eye to a lamp-lit treehouse door in a rain-soaked green canopy.,descriptive,🌲 Treehouse ASMR 🌧️,link_in_bio,North Carolina,,False,other,en,exterior_facade;terrace_outdoor,green;brown;beige,wood;glass;plants,rain,exterior_reveal;door_or_threshold;unusual_architecture
DVpiVHgkQVw,iambeccaluna,ok,ok,reel,274K followers,274000,2377,1034864,4480,64,3,False,2,0,False,False,I cry thinking about this 🥹🥹  #cabininthewoods #cabin #dreamhome,cover-v2-embed,cover_p1a_003.json,exterior_facade,cabin_chalet,forest,rustic_cozy,,warm,dark,blue_hour,False,False,,real_existing,real_footage,"low-light phone footage with noise; real log cabin, mossy rocks and ferns",low,medium,Moody dusk log cabin with glowing windows and porch steps: cozy-escape emotion rather than design detail.,curiosity,I cry thinking about this 🥹🥹,none,,,False,lifestyle_influencer,en,exterior_facade;terrace_outdoor,brown;orange;green;grey,wood;glass;natural_stone;plants,none,exterior_reveal;door_or_threshold
DB6gp--RtbG,starlight_retreats,removed,no_cover,unknown,,,,,,0,0,False,0,0,False,False,,cover-v2-embed,cover_p1a_003.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CtSOY7VMU8O,dunlaphollowcabins,ok,ok,reel,410K followers,410000,869,29266,115,351,6,False,7,0,False,False,"The A-Frame ✨✨✨  One of the most unique cabins you'll find. Featuring plenty of natural light for a relaxing atmosphere, along with ample space for a small group of friends or even just a romantic get away 🥰  Tag someone who you want to take a mini vacation with 🏷🥰  🏷 • • • #aframe #aframecabin #cabincrew #aframehouse #hockinghills #hockinghillsohio",cover-v2-embed,cover_p1a_003.json,exterior_facade,cabin_chalet,forest,scandinavian,organic_modern,warm,medium,daylight,False,False,,real_existing,real_footage,real gimbal/drone-style footage of an existing rental cabin; natural leaf litter and trees,low,high,"Striking triangular A-frame silhouette with a geometric glass gable, framed by tall trees and a carpet of autumn leaves.",descriptive,The A-Frame ✨✨✨,tag_friend,"Hocking Hills, Ohio",,False,other,en,exterior_facade;terrace_outdoor,orange;brown;green;black,wood;glass;metal;plants,none,exterior_reveal;unusual_architecture
DPTscmgDrm6,wayup_media,ok,ok,reel,941K followers,941000,3170,354796,785,280,3,True,0,1,False,False,"Does the peace and privacy here make $7.9M worth it?  5 beds, 4 full baths, and 7,000sqft of space to spread out. Updated with mountain modern finishes and views that basically cover the entire valley  Agent: @a_team_telluride_real_estate  #moutainhomes #realestate #outdoorliving",cover-v2-embed,cover_p1a_003.json,exterior_facade,house,mountain,rustic_cozy,,cool,medium,blue_hour,False,False,This and no neighbors...,real_existing,real_footage,drone footage of a real listed property (listing agent credited in caption),low,high,"A small glowing lodge alone on a ridge beneath dusky peaks sells isolation, amplified by the 'no neighbors' overlay.",money,Does the peace and privacy here make $7.9M worth it?,question_engagement,Telluride,$7.9M,False,media_publication,en,exterior_facade;garden_landscape,grey;green;blue;orange,wood;natural_stone;glass,none,text_overlay;exterior_reveal;dramatic_scale
