topic,position,handle,shortcode,views_text,views,caption,url,source,batch
modern-kitchen,10,dedi.interior_kotabekasi,DbqfmdrSFks,"3,856",3856,"✨ Kitchen Set Modern Minimalis dengan Sentuhan Elegan ✨ Perpaduan warna putih, hitam, dan aksen gold menghadirka",https://www.instagram.com/reel/DbqfmdrSFks/,https://www.instagram.com/popular/modern-kitchen/,r1_00
modern-kitchen,11,modern__furnitures,DcVdJrDOnzB,"9,460",9460,"✨ Modern luxury, designed for everyday living. A beautiful blend of clean white cabinetry, warm wood accents",https://www.instagram.com/reel/DcVdJrDOnzB/,https://www.instagram.com/popular/modern-kitchen/,r1_00
modern-kitchen,12,rodnova_installation_,DaxVmNVR4R1,1.1M,1100000,"El lujo está en cada detalle. Una cocina donde el diseño moderno, los gabinetes negros y los acabados premium",https://www.instagram.com/reel/DaxVmNVR4R1/,https://www.instagram.com/popular/modern-kitchen/,r1_00
dream-kitchen,1,verandaestatehomes,DSxrSKakvV9,1.8M,1800000,"This kitchen is a true sun-soaked haven! With large windows that let in an abundance of natural light, every detail shines beautifully. The white oak",https://www.instagram.com/reel/DSxrSKakvV9/,https://www.instagram.com/popular/dream-kitchen/,r1_00
dream-kitchen,2,goldconconstruction,DTLteEoE2Z5,1M,1000000,Dream kitchen goals 🏡 This is the standard. #DreamKitchenGoals #LuxuryKitchen #KitchenInspo #ModernHomes #DesignGoals #CustomHomes #InteriorInspo #Hig,https://www.instagram.com/reel/DTLteEoE2Z5/,https://www.instagram.com/popular/dream-kitchen/,r1_00
dream-kitchen,3,goldconconstruction,DWodmZgDUo1,117K,117000,You can have both. The Birkin and the dream kitchen. 🔥 Follow @goldconconstruction #luxuryhomes #dreamkitchen #customhomebuilder #modernliving #kitche,https://www.instagram.com/reel/DWodmZgDUo1/,https://www.instagram.com/popular/dream-kitchen/,r1_00
dream-kitchen,4,deirdres_design,DXSJiT9kTKh,21.9K,21900,What do you think of this kitchen design? Via @deirdres_design,https://www.instagram.com/reel/DXSJiT9kTKh/,https://www.instagram.com/popular/dream-kitchen/,r1_00
dream-kitchen,5,tereknotderek,DCpaV_AsdaI,3.6M,3600000,Perfect kitchen 🤌🏼,https://www.instagram.com/reel/DCpaV_AsdaI/,https://www.instagram.com/popular/dream-kitchen/,r1_00
dream-kitchen,6,em_henderson,DWXaWZaAefE,3.6M,3600000,Love this kitchen with my whole heart:) 💙 if you want to know more about my kitchen I wrote a whole blog post on all our design decisions with a list,https://www.instagram.com/reel/DWXaWZaAefE/,https://www.instagram.com/popular/dream-kitchen/,r1_00
dream-kitchen,7,jusathome,DWtm8hHjOop,726K,726000,💛 S P R I N G K I T C H E N 💛 My favourite time of year for styling the kitchen 💛 Just wish the Daffs would last a little longer 🌼 Down on the south c,https://www.instagram.com/reel/DWtm8hHjOop/,https://www.instagram.com/popular/dream-kitchen/,r1_00
dream-kitchen,8,ibuilddevelopers,DT38DJdgRAh,175K,175000,#weekendishere,https://www.instagram.com/reel/DT38DJdgRAh/,https://www.instagram.com/popular/dream-kitchen/,r1_00
dream-kitchen,9,bymichellelei,DXZj2apCQlf,99.6K,99600,"This kitchen has been a year in the making… every detail was something we took our time with, long before we ever started demo. Finally getting to liv",https://www.instagram.com/reel/DXZj2apCQlf/,https://www.instagram.com/popular/dream-kitchen/,r1_00
dream-kitchen,10,thelifestyledco,DGlkw_VSJSy,672K,672000,"A few ideas to add to your ""Dream Kitchen"" list 🤗⁠ ⁠ Comment which feature is taking the number one spot on your list!⁠ Countertops: @vadaraquartz Ser",https://www.instagram.com/reel/DGlkw_VSJSy/,https://www.instagram.com/popular/dream-kitchen/,r1_00
dream-kitchen,11,roomify.design,DXCuw34jVm4,62K,62000,Day 3 of designing my dream home… and this kitchen changed everything ✨ Luxury kitchen transformation From empty space → a kitchen that feels straight,https://www.instagram.com/reel/DXCuw34jVm4/,https://www.instagram.com/popular/dream-kitchen/,r1_00
dream-kitchen,12,decorworld_interiorsolution,DHQl-4tRCWP,47.3K,47300,A ultra premium Kitchen design #kitchendecor #kitchendesign #kitcheninspo #kitchenremodel #kitcheninspiration #kitchengadgets #kitchenappliance,https://www.instagram.com/reel/DHQl-4tRCWP/,https://www.instagram.com/popular/dream-kitchen/,r1_00
kitchen-design,1,thekitchenguy,DUsvJg1EmYt,1.1M,1100000,I'm not a fan of cutting outlets into a natural marble backsplash. That's why I use plug molds under,https://www.instagram.com/reel/DUsvJg1EmYt/,https://www.instagram.com/popular/kitchen-design/,r1_00
kitchen-design,2,inside_142,C9HhYw3MmE_,6.2M,6200000,Adding fruit = adding colour right? 🍌 🍑 For all of the haters I've had over the years about my,https://www.instagram.com/reel/C9HhYw3MmE_/,https://www.instagram.com/popular/kitchen-design/,r1_00
kitchen-design,3,frenchandbeyond.design,DW4okNkjMlY,1.6M,1600000,"Design by Laurence 🤍 Small footprint, bold presence. A moody kitchen brought to life with rich tones",https://www.instagram.com/reel/DW4okNkjMlY/,https://www.instagram.com/popular/kitchen-design/,r1_00
kitchen-design,4,styltechinterior_official,DVn8laHklGZ,3.6M,3600000,This Kitchen Design Looks So Smooth 😍✨,https://www.instagram.com/reel/DVn8laHklGZ/,https://www.instagram.com/popular/kitchen-design/,r1_00
kitchen-design,5,pune_designer,DW2355fiMXs,4.5M,4500000,On site… Home vibes ♥️ kitchen #kitchendesign #kitchen Kids Bedroom #kidsbedroom #kids #kidsdecor,https://www.instagram.com/reel/DW2355fiMXs/,https://www.instagram.com/popular/kitchen-design/,r1_00
kitchen-design,6,eigsticonstruction,DU9gCl-Du3V,3M,3000000,Everyone needs this in their kitchen… A walk-in hidden pantry! Open it up and you've got a whole,https://www.instagram.com/reel/DU9gCl-Du3V/,https://www.instagram.com/popular/kitchen-design/,r1_00
kitchen-design,7,alusmaninteriorsarchitect,DWrHl_2jO-b,1.4M,1400000,A modern kitchen designed to maximize both functionality and visual appeal. This layout integrates a sleek breakfast,https://www.instagram.com/reel/DWrHl_2jO-b/,https://www.instagram.com/popular/kitchen-design/,r1_00
kitchen-design,8,amrusha.jain,DPUUxW6k8NP,799K,799000,"✨A kitchen that proves small can be stunning. ✨ Acrylic finish in soft tones with gold detailing, designed",https://www.instagram.com/reel/DPUUxW6k8NP/,https://www.instagram.com/popular/kitchen-design/,r1_00
kitchen-design,9,2pdesigners,DJIOmcFuzX4,298K,298000,Your kitchen deserves charm without losing functionality. Designing a stylish and practical space is all about smart,https://www.instagram.com/reel/DJIOmcFuzX4/,https://www.instagram.com/popular/kitchen-design/,r1_00
kitchen-design,10,the_professional_wood_creator,DTm-Y5niFvX,222K,222000,Design kitchen,https://www.instagram.com/reel/DTm-Y5niFvX/,https://www.instagram.com/popular/kitchen-design/,r1_00
kitchen-design,11,ibuilddevelopers,DT38DJdgRAh,175K,175000,#weekendishere,https://www.instagram.com/reel/DT38DJdgRAh/,https://www.instagram.com/popular/kitchen-design/,r1_00
kitchen-design,12,ayushi.goyal.designs,DJbufSbTiWh,790K,790000,Read caption for more details 👇👇 Step into Mr. Kishore's stunning kitchen—where every inch reflects thoughtful,https://www.instagram.com/reel/DJbufSbTiWh/,https://www.instagram.com/popular/kitchen-design/,r1_00
luxury-bathroom,1,atelier.karolina,DVyzy-UEabK,200K,200000,Same bathroom. Two design directions. 🖤🤍 #bathroomdesign #bathroominspo #bathroomremodel,https://www.instagram.com/reel/DVyzy-UEabK/,https://www.instagram.com/popular/luxury-bathroom/,r1_01
luxury-bathroom,2,brittnietravellerdesign,DXsEYFpkl-z,135K,135000,A look inside the primary suite bathroom from our latest spec build. Designed to feel,https://www.instagram.com/reel/DXsEYFpkl-z/,https://www.instagram.com/popular/luxury-bathroom/,r1_01
luxury-bathroom,3,karim.eltaher.designs,DSFmnmIAlYb,1.3M,1300000,Luxury bathroom🖤 ✨🪄 Make your dreams🤩🖤 #homedecor #designinspiration #architect,https://www.instagram.com/reel/DSFmnmIAlYb/,https://www.instagram.com/popular/luxury-bathroom/,r1_01
luxury-bathroom,4,ariellahorowitzdesigngroup,Co0rlSCpnVx,106K,106000,Heavenly master bathroom just completed for truly wonderful clients ✨🛁🫧🖤 •,https://www.instagram.com/reel/Co0rlSCpnVx/,https://www.instagram.com/popular/luxury-bathroom/,r1_01
luxury-bathroom,5,laurahammett.interiors,C0R3M2XqOoj,1.4M,1400000,Take a tour of the principal bathroom at our Swiss Lakehouse🇨🇭 . #marblebatheoom #b,https://www.instagram.com/reel/C0R3M2XqOoj/,https://www.instagram.com/popular/luxury-bathroom/,r1_01
luxury-bathroom,6,theraj_interior,DTrgOnZk3v-,1.8M,1800000,Luxury Bathroom Design That Feels Like a 5⭐ Hotel ✨ #LuxuryBathroom #ModernInterior,https://www.instagram.com/reel/DTrgOnZk3v-/,https://www.instagram.com/popular/luxury-bathroom/,r1_01
luxury-bathroom,7,diachok.architects,DQWtLwbDNR9,714K,714000,"We all need moments that feel like a pause. Not a getaway, just a few minutes that belong",https://www.instagram.com/reel/DQWtLwbDNR9/,https://www.instagram.com/popular/luxury-bathroom/,r1_01
luxury-bathroom,8,nemoza_interiors,DV9K7tciJ0p,785K,785000,Your bathroom deserves more than guesswork. Every luxury bathroom we design starts with one,https://www.instagram.com/reel/DV9K7tciJ0p/,https://www.instagram.com/popular/luxury-bathroom/,r1_01
luxury-bathroom,9,pride_and__property,DSDLwESDXfY,2.5M,2500000,Luxury Bathroom,https://www.instagram.com/reel/DSDLwESDXfY/,https://www.instagram.com/popular/luxury-bathroom/,r1_01
luxury-bathroom,10,ihsansamhoun.interiors,DVbq2h7jHlv,213K,213000,"✨️ Luxurious Master Bathroom, marble, wood, gold! . . . #lightingdecor #lighting #lightdes",https://www.instagram.com/reel/DVbq2h7jHlv/,https://www.instagram.com/popular/luxury-bathroom/,r1_01
luxury-bathroom,11,nightshade.bh,DSnimZbAPYH,225K,225000,"A master bathroom designed as a calm, intimate retreat, where natural textures, warm wood",https://www.instagram.com/reel/DSnimZbAPYH/,https://www.instagram.com/popular/luxury-bathroom/,r1_01
luxury-bathroom,12,jareef__saifi,DV6PVtjATXq,53K,53000,Luxury Bathroom Interior With Stone Wall & Marble Floor ✨ #bathroomdesign #interiordesign,https://www.instagram.com/reel/DV6PVtjATXq/,https://www.instagram.com/popular/luxury-bathroom/,r1_01
bathroom-design,1,luxoraify,DZo_K7KAw46,167K,167000,"😍 Small Space, Big Luxury – Bathroom Transformation Goals #bathroom #explore #trendingreels #interiordesign #trending",https://www.instagram.com/reel/DZo_K7KAw46/,https://www.instagram.com/popular/bathroom-design/,r1_01
bathroom-design,2,mk_contrctor_and_builders,DbYWcQNvxsB,871K,871000,#bathroom #bathroomdesign #video #trendingdesigns #bathroomsofinstagram,https://www.instagram.com/reel/DbYWcQNvxsB/,https://www.instagram.com/popular/bathroom-design/,r1_01
bathroom-design,3,my.bell.house,DWUYYeTkcY7,654K,654000,Small bathroom inspo 😍 our guest bath downstairs is one of my favorite designs ✨ Comment BATHROOM for links 🔗 #bathroominspo #modernbathroom #homeinsp,https://www.instagram.com/reel/DWUYYeTkcY7/,https://www.instagram.com/popular/bathroom-design/,r1_01
bathroom-design,4,decorrwitms,DbLl2eEtYWH,1.2M,1200000,A beautiful bathroom isn't just about tiles and fittings—the right dimensions make it comfortable to use every day. 🚿 Save this bathroom dimension gui,https://www.instagram.com/reel/DbLl2eEtYWH/,https://www.instagram.com/popular/bathroom-design/,r1_01
bathroom-design,5,arc_needs,C_5jH3pMVL1,748K,748000,"Installing a urinal above 65cm can result in several issues, such as discomfort for users and inefficient use of bathroom space. When positioned too h",https://www.instagram.com/reel/C_5jH3pMVL1/,https://www.instagram.com/popular/bathroom-design/,r1_01
bathroom-design,6,engineering_school_9,DanaEFQoayI,848K,848000,Small Bathroom Layout Design | Standard Bathroom Dimensions & Space Planning Guide 😱 Planning a small bathroom? Learn the standard bathroom dimensions,https://www.instagram.com/reel/DanaEFQoayI/,https://www.instagram.com/popular/bathroom-design/,r1_01
bathroom-design,7,designedbeneath,DYCbaHUzwGG,488K,488000,"Do you still think a small bathroom can't look luxurious? 🛁✨ A well-designed small space can feel warmer, richer, and more premium than a big one. #in",https://www.instagram.com/reel/DYCbaHUzwGG/,https://www.instagram.com/popular/bathroom-design/,r1_01
bathroom-design,8,magadhinterior,DZPeyiKTGkk,586K,586000,"​From mood board to reality. ✨ Watch how we pair dramatic marble textures with earthy porcelain tones to create five distinct, high-end bathroom conce",https://www.instagram.com/reel/DZPeyiKTGkk/,https://www.instagram.com/popular/bathroom-design/,r1_01
bathroom-design,9,bathroomguide_,DYeLm-FBkrJ,1M,1000000,"These measurements have been viewed tens of millions of times, so here it is again!! Measurement List 👇 🚀P.S If you want to learn how to create your o",https://www.instagram.com/reel/DYeLm-FBkrJ/,https://www.instagram.com/popular/bathroom-design/,r1_01
bathroom-design,10,mrsbarbarankansah,DTf7ZD1CVPR,21.7K,21700,"Small Bathroom Transformation Reveal! ✨ As a mompreneur always on the go, I needed a space to reset and restore. I turned my outdated bathroom into a",https://www.instagram.com/reel/DTf7ZD1CVPR/,https://www.instagram.com/popular/bathroom-design/,r1_01
bathroom-design,11,linecraft_in,DYoZa32Si3T,12.6K,12600,"Your bathroom should feel like a luxury spa, not just a utility space ✨🚿 These 5 bathroom must-haves are trending in 2026 because they make the space",https://www.instagram.com/reel/DYoZa32Si3T/,https://www.instagram.com/popular/bathroom-design/,r1_01
bathroom-design,12,4ydesigns,DXu-_jDDRQ7,"1,901",1901,"It's not just a functional space. It's your own personal retreat. Warm wood textures. Serene stone tones. Wrap-around, strategic lighting. A bathroom",https://www.instagram.com/reel/DXu-_jDDRQ7/,https://www.instagram.com/popular/bathroom-design/,r1_01
walk-in-closet,1,ulohlifestyl,DSew2hjjDVz,24.2K,24200,"Folaz Walk-In Closet. Designed as more than storage, this space tells a story of modern livi",https://www.instagram.com/reel/DSew2hjjDVz/,https://www.instagram.com/popular/walk-in-closet/,r1_01
walk-in-closet,2,pebdesign_,DVWXX4YiMzw,11.5K,11500,✨ This is what happens when your closet is designed for your lifestyle — not just for storage,https://www.instagram.com/reel/DVWXX4YiMzw/,https://www.instagram.com/popular/walk-in-closet/,r1_01
walk-in-closet,3,kuchecucina,DaS_liaNngq,153K,153000,Closet goals unlocked ✨ His vs hers closet… and hers clearly won this round 😅,https://www.instagram.com/reel/DaS_liaNngq/,https://www.instagram.com/popular/walk-in-closet/,r1_01
walk-in-closet,4,bellalusso_interiors,DW6IA4YDSwH,13.5K,13500,A tour of pure luxury.✨ Explore the stunning features and effortless flow of our stunning walk in closet,https://www.instagram.com/reel/DW6IA4YDSwH/,https://www.instagram.com/popular/walk-in-closet/,r1_01
walk-in-closet,5,klosetworx,DaYMvFlp6Rq,303K,303000,✨ Every girl's dream closet starts with one beautiful idea. Imagine opening the door to a space where,https://www.instagram.com/reel/DaYMvFlp6Rq/,https://www.instagram.com/popular/walk-in-closet/,r1_01
walk-in-closet,6,queeninspireddesigns,DbOHDVWKGCX,417K,417000,"✨Lights, Camera, Action✨ The revel isn't what's inside… it's the potential 🤍 Every dream closet",https://www.instagram.com/reel/DbOHDVWKGCX/,https://www.instagram.com/popular/walk-in-closet/,r1_01
walk-in-closet,7,melissavaupel.estates,DYdGP64y3UN,96.6K,96600,His & Hers 👔👗👠 Incredible closet setup at this $55 million dollar mansion in Los Angeles 🤩,https://www.instagram.com/reel/DYdGP64y3UN/,https://www.instagram.com/popular/walk-in-closet/,r1_01
walk-in-closet,8,artemarmolcol,DN1ouM23jHl,69.5K,69500,"Descubre cómo un walk in closet puede convertirse en el espacio soñado para organizar, exhibir y",https://www.instagram.com/reel/DN1ouM23jHl/,https://www.instagram.com/popular/walk-in-closet/,r1_01
walk-in-closet,9,eunique_furnitureng,DUBKoqsjGip,91.7K,91700,Whatever the song says is how we feel about this Beautiful walkin closet we designed for PROJECT,https://www.instagram.com/reel/DUBKoqsjGip/,https://www.instagram.com/popular/walk-in-closet/,r1_01
walk-in-closet,10,rebeccalouise_reallife,C47SahtKIlX,3M,3000000,My wardrobe 🤍 Lighting is everything in a walk in wardrobe. You can have the most beautiful,https://www.instagram.com/reel/C47SahtKIlX/,https://www.instagram.com/popular/walk-in-closet/,r1_01
walk-in-closet,11,cocinasintegralesjv,DJo4QLktHJz,24M,24000000,#carpinteriaarquitectonica #walkingcloset #carpinteria #closets #closetbucaramanga #diseñodeinte,https://www.instagram.com/reel/DJo4QLktHJz/,https://www.instagram.com/popular/walk-in-closet/,r1_01
walk-in-closet,12,161london,DHjI3StICpD,592K,592000,Walk in wardrobe design at our Grosvenor Square project,https://www.instagram.com/reel/DHjI3StICpD/,https://www.instagram.com/popular/walk-in-closet/,r1_01
luxury-closet,1,itsblankcreative,DWO-wRhgK7L,230K,230000,This incredible home is listed by @senadaadzem • #closet #fashion #mansion #designer,https://www.instagram.com/reel/DWO-wRhgK7L/,https://www.instagram.com/popular/luxury-closet/,r1_01
luxury-closet,2,sapphireluxuryhomes,DFflnKMPNeh,85.9K,85900,"Dream closets do exist, and this one takes it to a whole new level—literally. A 2-storey walk-in closet gives you all the room you need to store, orga",https://www.instagram.com/reel/DFflnKMPNeh/,https://www.instagram.com/popular/luxury-closet/,r1_01
luxury-closet,3,the.princess.mini,DItw578RlXA,674K,674000,"today's the day, finally moving all my stuff into my closet room after 1.5 years of having all my stuff in our upstairs hallway 🎀",https://www.instagram.com/reel/DItw578RlXA/,https://www.instagram.com/popular/luxury-closet/,r1_01
